33,1
51,1
60,1
61,1
65,1
77,1
99,1
103,1
123,1
128,1
221,1
222,1
261,1
277,1
294,1
327,1
344,1
396,1
416,1
448,1
463,1
497,1
536,1
541,1
543,1
560,1
567,1
610,1
628,1
632,1
637,1
651,1
656,1
668,1
709,1
777,1
822,1
839,1
871,1
905,1
983,1
1018,1
1024,1
1051,1
1068,1
1076,1
1134,1
1157,1
1190,1
1246,1
1247,1
1287,1
1293,1
1304,1
1310,1
1311,1
1319,1
1325,1
1337,1
1338,1
1343,1
1396,1
1412,1
1432,1
1473,1
1475,1
1478,1
1483,1
1510,1
1517,1
1529,1
1535,1
1573,1
1582,1
1635,1
1640,1
1664,1
1695,1
1704,1
1718,1
1726,1
1730,1
1732,1
1765,1
1774,1
1785,1
1826,1
1891,1
1897,1
1918,1
1925,1
1935,1
1956,1
1968,1
1974,1
2006,1
2069,1
2075,1
2090,1
2110,1
2143,1
2152,1
2159,1
2228,1
2233,1
2242,1
2251,1
2255,1
2282,1
2338,1
2349,1
2355,1
2358,1
2374,1
2378,1
2386,1
2387,1
2389,1
2402,1
2416,1
2417,1
2425,1
2427,1
2454,1
2464,1
2480,1
2483,1
2485,1
2486,1
2489,1
2495,1
2513,1
2516,1
2527,1
2567,1
2575,1
2607,1
2609,1
2613,1
2646,1
2668,1
2675,1
2681,1
2705,1
2725,1
2730,1
2749,1
2758,1
2764,1
2777,1
2779,1
2798,1
2802,1
2813,1
2829,1
2837,1
2840,1
2844,1
2845,1
2856,1
2866,1
2869,1
2872,1
2876,1
2882,1
2896,1
2907,1
2925,1
2987,1
2991,1
3021,1
3061,1
3088,1
3099,1
3117,1
3124,1
3125,1
3128,1
3132,1
3136,1
3142,1
3154,1
3174,1
3192,1
3200,1
3204,1
3209,1
3213,1
3225,1
3235,1
3238,1
3241,1
3248,1
3266,1
3272,1
3284,1
3294,1
3297,1
3299,1
3304,1
3308,1
3310,1
3338,1
3362,1
3368,1
3369,1
3375,1
3381,1
3385,1
3394,1
3402,1
3406,1
3433,1
3443,1
3459,1
3463,1
3473,1
3474,1
3488,1
3500,1
3504,1
3510,1
3533,1
3535,1
3549,1
3550,1
3553,1
3567,1
3569,1
3572,1
3573,1
3575,1
3587,1
3599,1
3601,1
3605,1
3608,1
3613,1
3626,1
3638,1
3642,1
3660,1
3680,1
3684,1
3688,1
3689,1
3691,1
3700,1
3709,1
3716,1
3721,1
3723,1
3734,1
3735,1
3739,1
3777,1
3780,1
3783,1
3803,1
3805,1
3814,1
3822,1
3824,1
3826,1
3828,1
3865,1
3867,1
3869,1
3898,1
3900,1
3910,1
3918,1
3919,1
3920,1
3930,1
3963,1
3982,1
3987,1
3990,1
3996,1
4010,1
4024,1
4033,1
4038,1
4054,1
4058,1
4060,1
4065,1
4067,1
4068,1
4089,1
4102,1
4127,1
4133,1
4138,1
4143,1
4159,1
4182,1
4186,1
4213,1
4222,1
4235,1
4243,1
4275,1
4280,1
4300,1
4305,1
4314,1
4320,1
4327,1
4330,1
4336,1
4337,1
4339,1
4355,1
4366,1
4367,1
4374,1
4391,1
4393,1
4394,1
