4400,19
4400,20
4400,23
4400,25
4400,26
4400,58
4400,59
4400,139
4400,151
4400,166
4400,181
4400,187
4400,189
4400,194
4400,195
4400,196
4400,197
4400,211
4400,216
4400,218
4400,222
4400,224
4400,225
4400,226
4400,294
4400,301
4400,303
4400,304
4400,310
4400,314
4400,333
4400,334
4400,344
4400,349
4400,350
4400,358
4400,378
4400,379
4400,380
4400,381
4400,382
4400,383
4400,384
4400,385
4400,386
4400,393
4400,394
4400,397
4400,421
4400,430
4400,439
4400,460
4400,461
4400,462
4400,463
4400,514
4400,517
4400,521
4400,523
4400,524
4400,525
4400,541
4400,547
4400,557
4400,562
4400,563
4400,576
4400,579
4400,580
4400,581
4400,584
4400,585
4400,586
4400,588
4400,599
4400,602
4400,622
4400,635
4400,637
4400,638
4400,645
4400,646
4400,653
4400,654
4400,655
4400,661
4400,665
4400,666
4400,692
4400,705
4400,706
4400,707
4400,714
4400,768
4400,770
4400,771
4400,772
4400,785
4400,793
4400,812
4400,838
4400,844
4400,846
4400,848
4400,855
4400,871
4400,872
4400,873
4400,874
4400,881
4400,897
4400,898
4400,899
4400,900
4400,901
4400,902
4400,904
4400,909
4400,914
4400,915
4400,916
4400,918
4400,945
4400,947
4400,954
4400,955
4400,956
4400,957
4400,958
4400,960
4400,962
4400,971
4400,972
4400,981
4400,982
4400,986
4400,987
4400,988
4400,989
4400,993
4400,996
4400,997
4400,1005
4400,1006
4400,1007
4400,1015
4400,1017
4400,1022
4400,1026
4400,1027
4400,1031
4400,1032
4400,1033
4400,1034
4400,1042
4400,1057
4400,1058
4400,1059
4400,1063
4400,1064
4400,1065
4400,1066
4400,1067
4400,1074
4400,1075
4400,1080
4400,1081
4400,1102
4400,1103
4400,1109
4400,1111
4400,1114
4400,1115
4400,1117
4400,1120
4400,1121
4400,1129
4400,1131
4400,1132
4400,1191
4400,1213
4400,1215
4400,1216
4400,1232
4400,1236
4400,1237
4400,1238
4400,1241
4400,1249
4400,1250
4400,1256
4400,1257
4400,1260
4400,1261
4400,1275
4400,1281
4400,1283
4400,1284
4400,1297
4400,1298
4400,1299
4400,1300
4400,1308
4400,1334
4400,1339
4400,1340
4400,1341
4400,1351
4400,1360
4400,1361
4400,1362
4400,1401
4400,1402
4400,1405
4400,1406
4400,1407
4400,1410
4400,1412
4400,1413
4400,1414
4400,1415
4400,1416
4400,1417
4400,1418
4400,1419
4400,1421
4400,1423
4400,1426
4400,1428
4400,1429
4400,1430
4400,1431
4400,1432
4400,1450
4400,1466
4400,1476
4400,1478
4400,1483
4400,1494
4400,1497
4400,1501
4400,1503
4400,1511
4400,1521
4400,1522
4400,1523
4400,1524
4400,1528
4400,1530
4400,1533
4400,1541
4400,1546
4400,1549
4400,1550
4400,1551
4400,1552
4400,1554
4400,1564
4400,1565
4400,1567
4400,1568
4400,1569
4400,1570
4400,1571
4400,1572
4400,1573
4400,1575
4400,1577
4400,1581
4400,1583
4400,1584
4400,1585
4400,1586
4400,1607
4400,1613
4400,1614
4400,1615
4400,1619
4400,1620
4400,1621
4400,1622
4400,1623
4400,1624
4400,1644
4400,1646
4400,1649
4400,1655
4400,1656
4400,1657
4400,1658
4400,1660
4400,1661
4400,1662
4400,1663
4400,1664
4400,1677
4400,1678
4400,1679
4400,1680
4400,1681
4400,1682
4400,1690
4400,1694
4400,1698
4400,1708
4400,1709
4400,1711
4400,1712
4400,1714
4400,1715
4400,1718
4400,1720
4400,1727
4400,1729
4400,1738
4400,1742
4400,1743
4400,1746
4400,1747
4400,1755
4400,1768
4400,1770
4400,1771
4400,1772
4400,1787
4400,1804
4400,1806
4400,1810
4400,1811
4400,1812
4400,1814
4400,1817
4400,1821
4400,1823
4400,1849
4400,1851
4400,1859
4400,1866
4400,1868
4400,1869
4400,1873
4400,1874
4400,1876
4400,1878
4400,1879
4400,1891
4400,1892
4400,1894
4400,1896
4400,1897
4400,1898
4400,1899
4400,1901
4400,1902
4400,1903
4400,1904
4400,1906
4400,1907
4400,1908
4400,1910
4400,1911
4400,1917
4400,1919
4400,1920
4400,1921
4400,1925
4400,1927
4400,1928
4400,1931
4400,1933
4400,1937
4400,1938
4400,1942
4400,1947
4400,1949
4400,1950
4400,1953
4400,1954
4400,1955
4400,1956
4400,1957
4400,1958
4400,1959
4400,1960
4400,1969
4400,1970
4400,1971
4400,1977
4400,1978
4400,1980
4400,1981
4400,1987
4400,1988
4400,1989
4400,1990
4400,1991
4400,1993
4400,1998
4400,2001
4400,2002
4400,2003
4400,2006
4400,2007
4400,2010
4400,2017
4400,2021
4400,2022
4400,2027
4400,2032
4400,2034
4400,2035
4400,2036
4400,2037
4400,2039
4400,2040
4400,2045
4400,2048
4400,2056
4400,2057
4400,2066
4400,2068
4400,2072
4400,2073
4400,2081
4400,2095
4400,2096
4400,2098
4400,2101
4400,2102
4400,2103
4400,2108
4400,2114
4400,2115
4400,2116
4400,2117
4400,2133
4400,2134
4400,2135
4400,2136
4400,2143
4400,2145
4400,2149
4400,2150
4400,2156
4400,2158
4400,2172
4400,2176
4400,2178
4400,2182
4400,2183
4400,2190
4400,2193
4400,2194
4400,2195
4400,2196
4400,2198
4400,2200
4400,2201
4400,2206
4400,2207
4400,2212
4400,2215
4400,2216
4400,2217
4400,2223
4400,2224
4400,2225
4400,2226
4400,2230
4400,2233
4400,2237
4400,2242
4400,2244
4400,2246
4400,2247
4400,2248
4400,2251
4400,2252
4400,2253
4400,2254
4400,2255
4400,2257
4400,2258
4400,2262
4400,2264
4400,2269
4400,2270
4400,2275
4400,2276
4400,2277
4400,2288
4400,2289
4400,2290
4400,2291
4400,2294
4400,2295
4400,2296
4400,2303
4400,2304
4400,2305
4400,2306
4400,2307
4400,2308
4400,2309
4400,2318
4400,2319
4400,2320
4400,2321
4400,2322
4400,2323
4400,2326
